object_name,package_name,url_browser,description,id_package,id_dataset,url_download
whse_legal_admin_boundaries.oats_planning_reviews_svw,alc-planning-reviews-spatial-view,https://catalogue.data.gov.bc.ca/dataset/8797b62e-6b3f-4f84-90f8-443269dab7bf,"The spatial layer PLANNING REVIEW POLY is a multi part polygon that represents the area covered by a PLANNING REVIEW.

A PLANNING REVIEW is an undertaking by a Local Government to establish a course of action or direction on future land use that is of interest to the ALC.",8797b62e-6b3f-4f84-90f8-443269dab7bf,b5424411-b465-4ce5-8ee2-44f53d838e38,https://openmaps.gov.bc.ca/geo/pub/WHSE_LEGAL_ADMIN_BOUNDARIES.OATS_PLANNING_REVIEWS_SVW/ows?service=WMS&request=GetCapabilities
whse_tantalis.ta_surface_ownership_svw,tantalis-surface-ownership,https://catalogue.data.gov.bc.ca/dataset/74a82326-2bbb-4e7b-a1ab-3e20c92f8578,"""The spatial view TA_SURFACE_OWNERSHIP_SVW is a mutli-part polygon feature, that indicates whether the surface rights of a particular active survey parcel (either primary or subdivision) are currently owned by the crown or have been granted to a private interest.

The data is provided with two non-statistical confidence levels, one for the analysis of the ownership transaction records, and a second indicating the potential impact of missing parcel geometry.

The information is sourced from the Crown Land Registry which is the primary government record of lands transferred out of Crown Provincial ownership (as defined under the Land Act).

Note: Due to historical limitations on data capture, this set of data should not be relied upon to be the definitive source of whether a survey parcel is crown or private.  It is recommended to use the ParcelMap BC dataset to confirm ownership.
",74a82326-2bbb-4e7b-a1ab-3e20c92f8578,b189f010-82bf-413a-898b-e820c837f7f8,https://openmaps.gov.bc.ca/geo/pub/WHSE_TANTALIS.TA_SURFACE_OWNERSHIP_SVW/ows?service=WMS&request=GetCapabilities
whse_legal_admin_boundaries.ecds_providers_services_svw,family-service-providers,https://catalogue.data.gov.bc.ca/dataset/96ccc2fe-6116-49f0-8632-4ecaa08bc9d4,"RETIRED - Child and family services provided by MCFD, Ministry of Education, Health Authorities, and Public Health Agency

This data-set is scheduled for retirement as of January 7th 2017. Please direct any questions/concerns to Data@gov.bc.ca.",96ccc2fe-6116-49f0-8632-4ecaa08bc9d4,3d79c9c6-f1a3-48e6-9154-7f5c16f3bb2b,https://openmaps.gov.bc.ca/geo/pub/WHSE_LEGAL_ADMIN_BOUNDARIES.ECDS_PROVIDERS_SERVICES_SVW/ows?service=WMS&request=GetCapabilities
whse_environmental_monitoring.shzn_shore_unit_class_polys_sv,shore-unit-classifications-polygon,https://catalogue.data.gov.bc.ca/dataset/b267942f-c0a5-4d5b-9ff9-15613bd5aeb9,"The Shore Unit Classifications Polygons depict the most current areas of Shorezone mapping for the Province of British Columbia. Shorezone is an aerial imaging, habitat classification, and mapping system used to inventory alongshore and across-shore geomorphological and biological attributes of the coast. Habitat attributes are interpreted from oblique aerial imagery acquired during the lowest tides of the year. The mapping project was first developed as an oil spill response tool for British Columbia, and now ShoreZone extends from Oregon to Alaska and has many other uses including ecological studies, marine conservation planning, coastal flooding and vulnerability assessments, and community education.",b267942f-c0a5-4d5b-9ff9-15613bd5aeb9,8309e29a-d432-4e67-82a8-450e73152e5a,https://openmaps.gov.bc.ca/geo/pub/WHSE_ENVIRONMENTAL_MONITORING.SHZN_SHORE_UNIT_CLASS_POLYS_SV/ows?service=WMS&request=GetCapabilities
whse_environmental_monitoring.shzn_hab_obs_polys_sv,shorezone-observed-habitat-polygons,https://catalogue.data.gov.bc.ca/dataset/4a1b3d6f-880c-4ebc-baf8-552c9585ce1f,"The Observed Habitat Polygons show the various types of particular habitat that have been observed or calculated by biologists as well as an expectation of different species found in the habitats. Each bioarea has several observed habitats, and it is the combination of the bioarea and habitat observed number that identifies each unique observed habitat.",4a1b3d6f-880c-4ebc-baf8-552c9585ce1f,094b7bbd-073a-4b2e-b171-a4d17dece95c,https://openmaps.gov.bc.ca/geo/pub/WHSE_ENVIRONMENTAL_MONITORING.SHZN_HAB_OBS_POLYS_SV/ows?service=WMS&request=GetCapabilities
whse_environmental_monitoring.shzn_shore_unit_class_lines_sv,shore-unit-classifications-line,https://catalogue.data.gov.bc.ca/dataset/5644a2ca-9e30-43af-914c-b6fe02748199,"The Shore Unit Classifications Lines depict the most current Shorezone mapping lines for the Province of British Columbia. Shorezone is an aerial imaging, habitat classification, and mapping system used to inventory alongshore and across-shore geomorphological and biological attributes of the coast. Habitat attributes are interpreted from oblique aerial imagery acquired during the lowest tides of the year.",5644a2ca-9e30-43af-914c-b6fe02748199,78c73541-f820-4be5-8471-b85c37f395ec,https://openmaps.gov.bc.ca/geo/pub/WHSE_ENVIRONMENTAL_MONITORING.SHZN_SHORE_UNIT_CLASS_LINES_SV/ows?service=WMS&request=GetCapabilities
whse_environmental_monitoring.shzn_biobanding_polys_sv,shorezone-biobanding-polygons,https://catalogue.data.gov.bc.ca/dataset/956567da-759c-4aec-b96f-8dfd96184bc9,"The Shorezone Biobanding Polygons are an area representation of the various types of biota (flora and fauna) and their distribution, or lack thereof, found in the shoreunit.",956567da-759c-4aec-b96f-8dfd96184bc9,ff290a31-4a70-4fb9-9a38-536e1eb2b894,https://openmaps.gov.bc.ca/geo/pub/WHSE_ENVIRONMENTAL_MONITORING.SHZN_BIOBANDING_POLYS_SV/ows?service=WMS&request=GetCapabilities
whse_environmental_monitoring.shzn_hab_obs_lines_sv,shorezone-observed-habitat-lines,https://catalogue.data.gov.bc.ca/dataset/9d904d6b-2a19-4f13-b3f3-e57439ae8436,"The Observed Habitat Lines show the various types of particular habitat that have been observed or calculated by biologists as well as an expectation of different species found in the habitats. Each bioarea has several observed habitats, and it is the combination of the bioarea and habitat observed number that identifies each unique observed habitat.",9d904d6b-2a19-4f13-b3f3-e57439ae8436,26429d51-0cb2-4630-a684-56a45faa0f28,https://openmaps.gov.bc.ca/geo/pub/WHSE_ENVIRONMENTAL_MONITORING.SHZN_HAB_OBS_LINES_SV/ows?service=WMS&request=GetCapabilities
whse_environmental_monitoring.shzn_biobanding_lines_sv,shorezone-biobanding-lines,https://catalogue.data.gov.bc.ca/dataset/f17078ed-de28-415b-abc3-27d3954e68e8,"The Shorezone Biobanding Lines are a linear representation of the various types of biota (flora and fauna) and their distribution, or lack thereof, found in the shoreunit.",f17078ed-de28-415b-abc3-27d3954e68e8,e4019dd8-d583-4c12-8d62-d3f92b7af0af,https://openmaps.gov.bc.ca/geo/pub/WHSE_ENVIRONMENTAL_MONITORING.SHZN_BIOBANDING_LINES_SV/ows?service=WMS&request=GetCapabilities
whse_forest_vegetation.seed_plan_zone_poly_mvw,seed-planning-zones,https://catalogue.data.gov.bc.ca/dataset/063e782e-8f53-4137-bd86-6cc44d6ca045,"Seed Planning Zone MVW is a materialized view of SEED_PLAN_ZONE_GEOMETRY polygons joined with the SEED_PLAN_ZONE table.  The materialized view displays the spatial polygons for each Seed Planning Zone (SPZ) for Genetic Class=B (natural stands, all species) and Genetic Class=A (seed orchards, each tree species has specific SPZ geometry).  SPZs are areas of the province that are characterized by common ecological and genetic attributes for a given forest tree species.",063e782e-8f53-4137-bd86-6cc44d6ca045,eeb4f7d2-d12b-4d82-a195-238a2b41b977,https://openmaps.gov.bc.ca/geo/pub/WHSE_FOREST_VEGETATION.SEED_PLAN_ZONE_POLY_MVW/ows?service=WMS&request=GetCapabilities
whse_forest_tenure.ften_rup_section_lines_sp,forest-tenure-road-use-permits,https://catalogue.data.gov.bc.ca/dataset/5c7bc316-1524-4e3f-b799-f8dbafa7a53a,This is a spatial layer that reflects operational activities for road sections contained within a Road Use Permit. Road Use Permits are permits issued for industrial use of MFLNRO Forest Service Roads (FSRs). The Forest Tenures Section (FTS) is responsible for the creation and maintenance of digital Forest Atlas files for the province of British Columbia encompassing Forest and Range Act Tenures. ,5c7bc316-1524-4e3f-b799-f8dbafa7a53a,43d35173-2ad2-4a7a-b7e9-99c313fd18f7,https://openmaps.gov.bc.ca/geo/pub/WHSE_FOREST_TENURE.FTEN_RUP_SECTION_LINES_SP/ows?service=WMS&request=GetCapabilities
whse_forest_vegetation.seed_seedlot_point_mvw,seedlot,https://catalogue.data.gov.bc.ca/dataset/cdb2e536-4ff6-4420-a6c4-478e79c09d6e,Seedlot Point MVW is a materialized view of the SEEDLOT_POINT geometry and includes attribute data from the SEEDLOT table.,cdb2e536-4ff6-4420-a6c4-478e79c09d6e,305a8319-cfda-4480-819d-0be61378e03c,https://openmaps.gov.bc.ca/geo/pub/WHSE_FOREST_VEGETATION.SEED_SEEDLOT_POINT_MVW/ows?service=WMS&request=GetCapabilities
whse_mineral_tenure.mta_crown_grant_min_claim_svw,mta-crown-granted-mineral-claims,https://catalogue.data.gov.bc.ca/dataset/247d2589-8a6b-46c2-a8b1-068769ecee17,"This dataset represents the spatial location of crown granted 2 post mineral claims. 

The crown land registry (Tantalis) houses the information about crown granted 2 post mineral claims.

A Crown granted 2 post mineral claim (Crown Grant) refers to a mineral claim issued under one of the predecessor Mineral Acts or Taxation Acts. Crown Grants were issued from 1874 to 1960.  

Additional information about crown granted 2-post mineral claims can be found on the branch website: http://www2.gov.bc.ca/gov/content/industry/mineral-exploration-mining/mineral-titles/news-notices-announcements/notices-crown-granted-2-post-mineral-claims 

Additional information on the Crown Land registry (Tantalis): https://www2.gov.bc.ca/gov/content/data/geographic-data-services/land-use/crown-land-registry",247d2589-8a6b-46c2-a8b1-068769ecee17,be002677-bc59-4548-aed0-718dd78ced53,https://openmaps.gov.bc.ca/geo/pub/WHSE_MINERAL_TENURE.MTA_CROWN_GRANT_MIN_CLAIM_SVW/ows?service=WMS&request=GetCapabilities
whse_forest_vegetation.rslt_forest_cover_inv_svw,results-forest-cover-inventory,https://catalogue.data.gov.bc.ca/dataset/56ac43a7-724a-4f01-b193-d5f9a16ef0a8,"RESULTS opening's forest cover polygons with inventory component provided.  Current forest cover submissions into RESULTS must contain attribute and map information.  However, there are historical forest cover polygon information where maps are not available. Forest Cover is provided at three critical milestones of at harvesting, at achieved regeneration and at free growing. This is part of the Silviculture and Land status Tracking dataset, which includes tracking achievement of silviculture obligations on Crown Land",56ac43a7-724a-4f01-b193-d5f9a16ef0a8,f1af9fd0-bb66-4379-ba9b-ce128d104c40,https://openmaps.gov.bc.ca/geo/pub/WHSE_FOREST_VEGETATION.RSLT_FOREST_COVER_INV_SVW/ows?service=WMS&request=GetCapabilities
whse_forest_vegetation.rslt_forest_cover_silv_svw,results-forest-cover-silviculture,https://catalogue.data.gov.bc.ca/dataset/258bb088-4113-47b1-b568-ce20bd64e3e3,"RESULTS opening's forest cover poylgons with silviculture component provided.  Current forest cover subimssion into RESULTS must contain attribute and map information.  However, there are historical forest cover polygon infomration where maps are not available.  Forest Cover is provided at three critical milestones of at harvesting, at regeneration, and at free growing.   This is a part o fthe Silviculture and Land Status Tracking dataset, which includes tracking achievement of silviculture obligations on Crown Land",258bb088-4113-47b1-b568-ce20bd64e3e3,57670a0d-1cd9-4e3a-9214-f58de82e5622,https://openmaps.gov.bc.ca/geo/pub/WHSE_FOREST_VEGETATION.RSLT_FOREST_COVER_SILV_SVW/ows?service=WMS&request=GetCapabilities
whse_forest_vegetation.rslt_standards_unit_svw,results-standards-units,https://catalogue.data.gov.bc.ca/dataset/31329e23-5442-4b46-ab12-2d4b8393561c,"Standards Units for an opening represents desired soil conservation limits and stocking outcomes for the defined net area to be reforested.  An opening may have one or more standard units. Standards Units may not overlap. Older records may not have standard unit maps available.  Stocking standards represent legal silviculture obligations for harvested areas for the defined standard units.  This is part of the Silviculture and Land status Tracking dataset, which includes tracking achievement of silviculture obligations on Crown Land",31329e23-5442-4b46-ab12-2d4b8393561c,b72036fe-a2a7-4cc6-ac73-64d4540a321a,https://openmaps.gov.bc.ca/geo/pub/WHSE_FOREST_VEGETATION.RSLT_STANDARDS_UNIT_SVW/ows?service=WMS&request=GetCapabilities
whse_forest_vegetation.rslt_open_slope_aspct_elev_svw,results-openings-slope-aspect-and-elevation,https://catalogue.data.gov.bc.ca/dataset/57b8ba13-cd01-43a5-9910-bc18375426d0,"Derived slope aspect and elevation data, including maximum and minimum elevation data for each opening in RESULTS with spatial data",57b8ba13-cd01-43a5-9910-bc18375426d0,fb4ccaf9-2f24-471a-8143-f967cf4d6f8e,https://openmaps.gov.bc.ca/geo/pub/WHSE_FOREST_VEGETATION.RSLT_OPEN_SLOPE_ASPCT_ELEV_SVW/ows?service=WMS&request=GetCapabilities
whse_forest_vegetation.rslt_forest_cover_reserve_svw,results-forest-cover-reserve,https://catalogue.data.gov.bc.ca/dataset/7028ac47-45dd-41d7-a371-be5a04177afe,"Spatial representation of a reserve of retention area associated with a silvicultural system. Reserves are forest patches or individual trees retained during harvesting, or other forestry operations to provide habitat, scenic, biodiversity, and other values. The reserve types included are Riparian, Wildlife Tree Patches, and Other. This is part of the Silviculture and Land status Tracking dataset, which includes all business processes required to receive and process records from forest licensees to record report on Silviculture and Land Status Management activities.",7028ac47-45dd-41d7-a371-be5a04177afe,7faade43-267e-48de-906c-04245ff07dba,https://openmaps.gov.bc.ca/geo/pub/WHSE_FOREST_VEGETATION.RSLT_FOREST_COVER_RESERVE_SVW/ows?service=WMS&request=GetCapabilities
whse_forest_vegetation.rslt_activity_treatment_svw,results-activity-treatment-units,https://catalogue.data.gov.bc.ca/dataset/07cabbdf-d7bf-4c50-919d-5b7d80086ef5,"An opening's disturbance and silviculture activities reported into RESULTS. Most activities are within opening boundaries with the exception of broadcast treatments. An opening may have more than one activities associated with it. Activities may also overlap each other. Reporting of disturbance and silviculture attribute information is a mandatory requirement while the map is optional. This is part of the Silviculture and Land status Tracking dataset, which includes tracking harvesting and silviculture obligations on Crown Land",07cabbdf-d7bf-4c50-919d-5b7d80086ef5,890ac090-fac3-451b-bd80-2b07cd53b323,https://openmaps.gov.bc.ca/geo/pub/WHSE_FOREST_VEGETATION.RSLT_ACTIVITY_TREATMENT_SVW/ows?service=WMS&request=GetCapabilities
